Atualizado - Ability | 1 - Stench - Fedor
Cadastrado - Pokemon Stat | Pokemon ID: 578 - Stat ID: 4 - Base Stat: 125 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 578 - Stat ID: 5 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 578 - Stat ID: 6 - Base Stat: 30 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 578 - Color ID: 5

Cadastrado - Pokemon Egg Groups | Pokemon ID: 578 - Egg Group ID: 11

Cadastrado - Pokemon Generation | Pokemon ID: 578 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 578 - Shape ID: 1

Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 577 - Pokemon Id To: 578 - Pokemon Evolution: 1
Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 578 - Pokemon Id To: 579 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 579 - Reuniclus

Cadastrado - Pokemon Type | Pokemon ID: 579 - Type ID: 14 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 579 - Ability Id: 142
Cadastrado - Pokemon Ability | Pokemon ID: 579 - Ability Id: 98
Cadastrado - Pokemon Ability | Pokemon ID: 579 - Ability Id: 144

Cadastrado - Pokemon Stat | Pokemon ID: 579 - Stat ID: 1 - Base Stat: 110 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 579 - Stat ID: 2 - Base Stat: 65 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 579 - Stat ID: 3 - Base Stat: 75 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 579 - Stat ID: 4 - Base Stat: 125 - Effort: 3
Cadastrado - Pokemon Stat | Pokemon ID: 579 - Stat ID: 5 - Base Stat: 85 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 579 - Stat ID: 6 - Base Stat: 30 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 579 - Color ID: 5

Cadastrado - Pokemon Egg Groups | Pokemon ID: 579 - Egg Group ID: 11

Cadastrado - Pokemon Generation | Pokemon ID: 579 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 579 - Shape ID: 4

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 577 - Pokemon Id To: 578 - Pokemon Evolution: 1
Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 578 - Pokemon Id To: 579 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 580 - Ducklett

Cadastrado - Pokemon Type | Pokemon ID: 580 - Type ID: 11 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 580 - Type ID: 3 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 580 - Ability Id: 51
Cadastrado - Pokemon Ability | Pokemon ID: 580 - Ability Id: 145
Cadastrado - Pokemon Ability | Pokemon ID: 580 - Ability Id: 93

Cadastrado - Pokemon Stat | Pokemon ID: 580 - Stat ID: 1 - Base Stat: 62 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 580 - Stat ID: 2 - Base Stat: 44 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 580 - Stat ID: 3 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 580 - Stat ID: 4 - Base Stat: 44 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 580 - Stat ID: 5 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 580 - Stat ID: 6 - Base Stat: 55 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 580 - Color ID: 2

Cadastrado - Pokemon Egg Groups | Pokemon ID: 580 - Egg Group ID: 2
Cadastrado - Pokemon Egg Groups | Pokemon ID: 580 - Egg Group ID: 4

Cadastrado - Pokemon Generation | Pokemon ID: 580 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 580 - Shape ID: 9

Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 580 - Pokemon Id To: 581 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 581 - Swanna

Cadastrado - Pokemon Type | Pokemon ID: 581 - Type ID: 11 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 581 - Type ID: 3 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 581 - Ability Id: 51
Cadastrado - Pokemon Ability | Pokemon ID: 581 - Ability Id: 145
Cadastrado - Pokemon Ability | Pokemon ID: 581 - Ability Id: 93

Cadastrado - Pokemon Stat | Pokemon ID: 581 - Stat ID: 1 - Base Stat: 75 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 581 - Stat ID: 2 - Base Stat: 87 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 581 - Stat ID: 3 - Base Stat: 63 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 581 - Stat ID: 4 - Base Stat: 87 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 581 - Stat ID: 5 - Base Stat: 63 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 581 - Stat ID: 6 - Base Stat: 98 - Effort: 2

Cadastrado - Pokemon Color | Pokemon ID: 581 - Color ID: 9

Cadastrado - Pokemon Egg Groups | Pokemon ID: 581 - Egg Group ID: 2
Cadastrado - Pokemon Egg Groups | Pokemon ID: 581 - Egg Group ID: 4

Cadastrado - Pokemon Generation | Pokemon ID: 581 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 581 - Shape ID: 9

Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 580 - Pokemon Id To: 581 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 582 - Vanillite

Cadastrado - Pokemon Type | Pokemon ID: 582 - Type ID: 15 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 582 - Ability Id: 115
Cadastrado - Pokemon Ability | Pokemon ID: 582 - Ability Id: 81
Cadastrado - Pokemon Ability | Pokemon ID: 582 - Ability Id: 133

Cadastrado - Pokemon Stat | Pokemon ID: 582 - Stat ID: 1 - Base Stat: 36 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 582 - Stat ID: 2 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 582 - Stat ID: 3 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 582 - Stat ID: 4 - Base Stat: 65 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 582 - Stat ID: 5 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 582 - Stat ID: 6 - Base Stat: 44 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 582 - Color ID: 9

Cadastrado - Pokemon Egg Groups | Pokemon ID: 582 - Egg Group ID: 10

Cadastrado - Pokemon Generation | Pokemon ID: 582 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 582 - Shape ID: 5

Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 582 - Pokemon Id To: 583 - Pokemon Evolution: 1
Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 583 - Pokemon Id To: 584 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 583 - Vanillish

Cadastrado - Pokemon Type | Pokemon ID: 583 - Type ID: 15 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 583 - Ability Id: 115
Cadastrado - Pokemon Ability | Pokemon ID: 583 - Ability Id: 81
Cadastrado - Pokemon Ability | Pokemon ID: 583 - Ability Id: 133

Cadastrado - Pokemon Stat | Pokemon ID: 583 - Stat ID: 1 - Base Stat: 51 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 583 - Stat ID: 2 - Base Stat: 65 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 583 - Stat ID: 3 - Base Stat: 65 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 583 - Stat ID: 4 - Base Stat: 80 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 583 - Stat ID: 5 - Base Stat: 75 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 583 - Stat ID: 6 - Base Stat: 59 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 583 - Color ID: 9

Cadastrado - Pokemon Egg Groups | Pokemon ID: 583 - Egg Group ID: 10

Cadastrado - Pokemon Generation | Pokemon ID: 583 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 583 - Shape ID: 5

Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 582 - Pokemon Id To: 583 - Pokemon Evolution: 1
Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 583 - Pokemon Id To: 584 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 584 - Vanilluxe

Cadastrado - Pokemon Type | Pokemon ID: 584 - Type ID: 15 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 584 - Ability Id: 115
Cadastrado - Pokemon Ability | Pokemon ID: 584 - Ability Id: 117
Cadastrado - Pokemon Ability | Pokemon ID: 584 - Ability Id: 133

Cadastrado - Pokemon Stat | Pokemon ID: 584 - Stat ID: 1 - Base Stat: 71 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 584 - Stat ID: 2 - Base Stat: 95 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 584 - Stat ID: 3 - Base Stat: 85 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 584 - Stat ID: 4 - Base Stat: 110 - Effort: 3
Cadastrado - Pokemon Stat | Pokemon ID: 584 - Stat ID: 5 - Base Stat: 95 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 584 - Stat ID: 6 - Base Stat: 79 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 584 - Color ID: 9

Cadastrado - Pokemon Egg Groups | Pokemon ID: 584 - Egg Group ID: 10

Cadastrado - Pokemon Generation | Pokemon ID: 584 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 584 - Shape ID: 11

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 582 - Pokemon Id To: 583 - Pokemon Evolution: 1
Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 583 - Pokemon Id To: 584 - Pokemon Evolution: 2


-------------------------

CadAStrado - Pokemon | 585 - Deerling

Cadastrado - Pokemon Type | Pokemon ID: 585 - Type ID: 1 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 585 - Type ID: 12 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 585 - Ability Id: 34
Cadastrado - Pokemon Ability | Pokemon ID: 585 - Ability Id: 157
Cadastrado - Pokemon Ability | Pokemon ID: 585 - Ability Id: 32

Cadastrado - Pokemon Stat | Pokemon ID: 585 - Stat ID: 1 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 585 - Stat ID: 2 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 585 - Stat ID: 3 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 585 - Stat ID: 4 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 585 - Stat ID: 5 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 585 - Stat ID: 6 - Base Stat: 75 - Effort: 1

Cadastrado - Pokemon Color | Pokemon ID: 585 - Color ID: 6

Cadastrado - Pokemon Egg Groups | Pokemon ID: 585 - Egg Group ID: 5

Cadastrado - Pokemon Generation | Pokemon ID: 585 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 585 - Shape ID: 8

Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 585 - Pokemon Id To: 586 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 586 - Sawsbuck

Cadastrado - Pokemon Type | Pokemon ID: 586 - Type ID: 1 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 586 - Type ID: 12 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 586 - Ability Id: 34
Cadastrado - Pokemon Ability | Pokemon ID: 586 - Ability Id: 157
Cadastrado - Pokemon Ability | Pokemon ID: 586 - Ability Id: 32

Cadastrado - Pokemon Stat | Pokemon ID: 586 - Stat ID: 1 - Base Stat: 80 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 586 - Stat ID: 2 - Base Stat: 100 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 586 - Stat ID: 3 - Base Stat: 70 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 586 - Stat ID: 4 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 586 - Stat ID: 5 - Base Stat: 70 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 586 - Stat ID: 6 - Base Stat: 95 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 586 - Color ID: 3

Cadastrado - Pokemon Egg Groups | Pokemon ID: 586 - Egg Group ID: 5

Cadastrado - Pokemon Generation | Pokemon ID: 586 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 586 - Shape ID: 8

Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 585 - Pokemon Id To: 586 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 587 - Emolga

Cadastrado - Pokemon Type | Pokemon ID: 587 - Type ID: 13 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 587 - Type ID: 3 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 587 - Ability Id: 9
Cadastrado - Pokemon Ability | Pokemon ID: 587 - Ability Id: 78

Cadastrado - Pokemon Stat | Pokemon ID: 587 - Stat ID: 1 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 587 - Stat ID: 2 - Base Stat: 75 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 587 - Stat ID: 3 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 587 - Stat ID: 4 - Base Stat: 75 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 587 - Stat ID: 5 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 587 - Stat ID: 6 - Base Stat: 103 - Effort: 2

Cadastrado - Pokemon Color | Pokemon ID: 587 - Color ID: 9

Cadastrado - Pokemon Egg Groups | Pokemon ID: 587 - Egg Group ID: 5

Cadastrado - Pokemon Generation | Pokemon ID: 587 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 587 - Shape ID: 8



-------------------------

CadAStrado - Pokemon | 588 - Karrablast

Cadastrado - Pokemon Type | Pokemon ID: 588 - Type ID: 7 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 588 - Ability Id: 68
Cadastrado - Pokemon Ability | Pokemon ID: 588 - Ability Id: 61
Cadastrado - Pokemon Ability | Pokemon ID: 588 - Ability Id: 99

Cadastrado - Pokemon Stat | Pokemon ID: 588 - Stat ID: 1 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 588 - Stat ID: 2 - Base Stat: 75 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 588 - Stat ID: 3 - Base Stat: 45 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 588 - Stat ID: 4 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 588 - Stat ID: 5 - Base Stat: 45 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 588 - Stat ID: 6 - Base Stat: 60 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 588 - Color ID: 2

Cadastrado - Pokemon Egg Groups | Pokemon ID: 588 - Egg Group ID: 3

Cadastrado - Pokemon Generation | Pokemon ID: 588 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 588 - Shape ID: 12

Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 588 - Pokemon Id To: 589 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 589 - Escavalier

Cadastrado - Pokemon Type | Pokemon ID: 589 - Type ID: 7 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 589 - Type ID: 9 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 589 - Ability Id: 68
Cadastrado - Pokemon Ability | Pokemon ID: 589 - Ability Id: 75
Cadastrado - Pokemon Ability | Pokemon ID: 589 - Ability Id: 142

Cadastrado - Pokemon Stat | Pokemon ID: 589 - Stat ID: 1 - Base Stat: 70 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 589 - Stat ID: 2 - Base Stat: 135 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 589 - Stat ID: 3 - Base Stat: 105 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 589 - Stat ID: 4 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 589 - Stat ID: 5 - Base Stat: 105 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 589 - Stat ID: 6 - Base Stat: 20 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 589 - Color ID: 4

Cadastrado - Pokemon Egg Groups | Pokemon ID: 589 - Egg Group ID: 3

Cadastrado - Pokemon Generation | Pokemon ID: 589 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 589 - Shape ID: 4

Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 588 - Pokemon Id To: 589 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 590 - Foongus

Cadastrado - Pokemon Type | Pokemon ID: 590 - Type ID: 12 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 590 - Type ID: 4 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 590 - Ability Id: 27
Cadastrado - Pokemon Ability | Pokemon ID: 590 - Ability Id: 144

Cadastrado - Pokemon Stat | Pokemon ID: 590 - Stat ID: 1 - Base Stat: 69 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 590 - Stat ID: 2 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 590 - Stat ID: 3 - Base Stat: 45 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 590 - Stat ID: 4 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 590 - Stat ID: 5 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 590 - Stat ID: 6 - Base Stat: 15 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 590 - Color ID: 9

Cadastrado - Pokemon Egg Groups | Pokemon ID: 590 - Egg Group ID: 7

Cadastrado - Pokemon Generation | Pokemon ID: 590 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 590 - Shape ID: 4

Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 590 - Pokemon Id To: 591 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 591 - Amoonguss

Cadastrado - Pokemon Type | Pokemon ID: 591 - Type ID: 12 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 591 - Type ID: 4 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 591 - Ability Id: 27
Cadastrado - Pokemon Ability | Pokemon ID: 591 - Ability Id: 144

Cadastrado - Pokemon Stat | Pokemon ID: 591 - Stat ID: 1 - Base Stat: 114 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 591 - Stat ID: 2 - Base Stat: 85 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 591 - Stat ID: 3 - Base Stat: 70 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 591 - Stat ID: 4 - Base Stat: 85 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 591 - Stat ID: 5 - Base Stat: 80 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 591 - Stat ID: 6 - Base Stat: 30 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 591 - Color ID: 9

Cadastrado - Pokemon Egg Groups | Pokemon ID: 591 - Egg Group ID: 7

Cadastrado - Pokemon Generation | Pokemon ID: 591 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 591 - Shape ID: 4

Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 590 - Pokemon Id To: 591 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 592 - Frillish

Cadastrado - Pokemon Type | Pokemon ID: 592 - Type ID: 11 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 592 - Type ID: 8 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 592 - Ability Id: 11
Cadastrado - Pokemon Ability | Pokemon ID: 592 - Ability Id: 130
Cadastrado - Pokemon Ability | Pokemon ID: 592 - Ability Id: 6

Cadastrado - Pokemon Stat | Pokemon ID: 592 - Stat ID: 1 - Base Stat: 55 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 592 - Stat ID: 2 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 592 - Stat ID: 3 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 592 - Stat ID: 4 - Base Stat: 65 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 592 - Stat ID: 5 - Base Stat: 85 - Effort: 1
Cadastrado - Pokemon Stat | Pokemon ID: 592 - Stat ID: 6 - Base Stat: 40 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 592 - Color ID: 9

Cadastrado - Pokemon Egg Groups | Pokemon ID: 592 - Egg Group ID: 11

Cadastrado - Pokemon Generation | Pokemon ID: 592 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 592 - Shape ID: 10

Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 592 - Pokemon Id To: 593 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 593 - Jellicent

Cadastrado - Pokemon Type | Pokemon ID: 593 - Type ID: 11 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 593 - Type ID: 8 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 593 - Ability Id: 11
Cadastrado - Pokemon Ability | Pokemon ID: 593 - Ability Id: 130
Cadastrado - Pokemon Ability | Pokemon ID: 593 - Ability Id: 6

Cadastrado - Pokemon Stat | Pokemon ID: 593 - Stat ID: 1 - Base Stat: 100 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 593 - Stat ID: 2 - Base Stat: 60 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 593 - Stat ID: 3 - Base Stat: 70 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 593 - Stat ID: 4 - Base Stat: 85 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 593 - Stat ID: 5 - Base Stat: 105 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 593 - Stat ID: 6 - Base Stat: 60 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 593 - Color ID: 9

Cadastrado - Pokemon Egg Groups | Pokemon ID: 593 - Egg Group ID: 11

Cadastrado - Pokemon Generation | Pokemon ID: 593 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 593 - Shape ID: 10

Cadastrado - Pokemon Evolution Chain | Pokemon ID From: 592 - Pokemon Id To: 593 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 594 - Alomomola

Cadastrado - Pokemon Type | Pokemon ID: 594 - Type ID: 11 - Type Order: 1

Cadastrado - Pokemon Ability | Pokemon ID: 594 - Ability Id: 131
Cadastrado - Pokemon Ability | Pokemon ID: 594 - Ability Id: 93
Cadastrado - Pokemon Ability | Pokemon ID: 594 - Ability Id: 144

Cadastrado - Pokemon Stat | Pokemon ID: 594 - Stat ID: 1 - Base Stat: 165 - Effort: 2
Cadastrado - Pokemon Stat | Pokemon ID: 594 - Stat ID: 2 - Base Stat: 75 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 594 - Stat ID: 3 - Base Stat: 80 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 594 - Stat ID: 4 - Base Stat: 40 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 594 - Stat ID: 5 - Base Stat: 45 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 594 - Stat ID: 6 - Base Stat: 65 - Effort: 0

Cadastrado - Pokemon Color | Pokemon ID: 594 - Color ID: 6

Cadastrado - Pokemon Egg Groups | Pokemon ID: 594 - Egg Group ID: 2
Cadastrado - Pokemon Egg Groups | Pokemon ID: 594 - Egg Group ID: 12

Cadastrado - Pokemon Generation | Pokemon ID: 594 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 594 - Shape ID: 3



-------------------------

CadAStrado - Pokemon | 595 - Joltik

Cadastrado - Pokemon Type | Pokemon ID: 595 - Type ID: 7 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 595 - Type ID: 13 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 595 - Ability Id: 14
Cadastrado - Pokemon Ability | Pokemon ID: 595 - Ability Id: 127
Cadastrado - Pokemon Ability | Pokemon ID: 595 - Ability Id: 68

Cadastrado - Pokemon Stat | Pokemon ID: 595 - Stat ID: 1 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 595 - Stat ID: 2 - Base Stat: 47 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 595 - Stat ID: 3 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 595 - Stat ID: 4 - Base Stat: 57 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 595 - Stat ID: 5 - Base Stat: 50 - Effort: 0
Cadastrado - Pokemon Stat | Pokemon ID: 595 - Stat ID: 6 - Base Stat: 65 - Effort: 1

Cadastrado - Pokemon Color | Pokemon ID: 595 - Color ID: 10

Cadastrado - Pokemon Egg Groups | Pokemon ID: 595 - Egg Group ID: 3

Cadastrado - Pokemon Generation | Pokemon ID: 595 - Generation ID: 5


Cadastrado - Pokemon Shape | Pokemon ID: 595 - Shape ID: 14

Próximo Pokemon não está cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 595 - Pokemon Id To: 596 - Pokemon Evolution: 1


-------------------------

CadAStrado - Pokemon | 596 - Galvantula

Cadastrado - Pokemon Type | Pokemon ID: 596 - Type ID: 7 - Type Order: 1
Cadastrado - Pokemon Type | Pokemon ID: 596 - Type ID: 13 - Type Order: 2

Cadastrado - Pokemon Ability | Pokemon ID: 596 - Ability Id: 14
Cadastrado - Pokemon Ability | Pokemon ID: 596 - Ability Id: 127
Cadastrado - Pokemon Ability | Pokemon ID: 596 - Ability Id: 68

Cadastrado - Pokemon Stat | Pokemon ID: 596 - Stat ID: 1 - Base Stat: 70 - Effort: 0
