Atualizado - Pokemon | 1001 - Wo-chien
Atualizado - Pokemon Stat | Pokemon ID: 10141 - Stat ID: 6 - Base Stat: 120 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10141 - Color ID: 3

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10141 - Egg Group ID: 10

Já cadastrado  - Pokemon Generation | Pokemon ID: 10141 - Generation ID: 7

Já cadastrado  - Pokemon Shape | Pokemon ID: 10141 - Shape ID: 1


-------------------------

Atualizado - Pokemon | 10142 - Minior-violet

Atualizado - Pokemon Ability | Pokemon ID: 10142 - Ability Id: 197 - Is True: 0

Atualizado - Pokemon Stat | Pokemon ID: 10142 - Stat ID: 1 - Base Stat: 60 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10142 - Stat ID: 2 - Base Stat: 100 - Effort: 1
Atualizado - Pokemon Stat | Pokemon ID: 10142 - Stat ID: 3 - Base Stat: 60 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10142 - Stat ID: 4 - Base Stat: 100 - Effort: 1
Atualizado - Pokemon Stat | Pokemon ID: 10142 - Stat ID: 5 - Base Stat: 60 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10142 - Stat ID: 6 - Base Stat: 120 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10142 - Color ID: 3

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10142 - Egg Group ID: 10

Já cadastrado  - Pokemon Generation | Pokemon ID: 10142 - Generation ID: 7

Já cadastrado  - Pokemon Shape | Pokemon ID: 10142 - Shape ID: 1


-------------------------

Atualizado - Pokemon | 10143 - Mimikyu-busted

Atualizado - Pokemon Ability | Pokemon ID: 10143 - Ability Id: 209 - Is True: 0

Atualizado - Pokemon Stat | Pokemon ID: 10143 - Stat ID: 1 - Base Stat: 55 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10143 - Stat ID: 2 - Base Stat: 90 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10143 - Stat ID: 3 - Base Stat: 80 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10143 - Stat ID: 4 - Base Stat: 50 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10143 - Stat ID: 5 - Base Stat: 105 - Effort: 2
Atualizado - Pokemon Stat | Pokemon ID: 10143 - Stat ID: 6 - Base Stat: 96 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10143 - Color ID: 10

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10143 - Egg Group ID: 11

Já cadastrado  - Pokemon Generation | Pokemon ID: 10143 - Generation ID: 7

Já cadastrado  - Pokemon Shape | Pokemon ID: 10143 - Shape ID: 2


-------------------------

Atualizado - Pokemon | 10144 - Mimikyu-totem-disguised

Atualizado - Pokemon Ability | Pokemon ID: 10144 - Ability Id: 209 - Is True: 0

Atualizado - Pokemon Stat | Pokemon ID: 10144 - Stat ID: 1 - Base Stat: 55 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10144 - Stat ID: 2 - Base Stat: 90 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10144 - Stat ID: 3 - Base Stat: 80 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10144 - Stat ID: 4 - Base Stat: 50 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10144 - Stat ID: 5 - Base Stat: 105 - Effort: 2
Atualizado - Pokemon Stat | Pokemon ID: 10144 - Stat ID: 6 - Base Stat: 96 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10144 - Color ID: 10

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10144 - Egg Group ID: 11

Já cadastrado  - Pokemon Generation | Pokemon ID: 10144 - Generation ID: 7

Já cadastrado  - Pokemon Shape | Pokemon ID: 10144 - Shape ID: 2


-------------------------

Atualizado - Pokemon | 10145 - Mimikyu-totem-busted

Atualizado - Pokemon Ability | Pokemon ID: 10145 - Ability Id: 209 - Is True: 0

Atualizado - Pokemon Stat | Pokemon ID: 10145 - Stat ID: 1 - Base Stat: 55 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10145 - Stat ID: 2 - Base Stat: 90 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10145 - Stat ID: 3 - Base Stat: 80 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10145 - Stat ID: 4 - Base Stat: 50 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10145 - Stat ID: 5 - Base Stat: 105 - Effort: 2
Atualizado - Pokemon Stat | Pokemon ID: 10145 - Stat ID: 6 - Base Stat: 96 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10145 - Color ID: 10

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10145 - Egg Group ID: 11

Já cadastrado  - Pokemon Generation | Pokemon ID: 10145 - Generation ID: 7

Já cadastrado  - Pokemon Shape | Pokemon ID: 10145 - Shape ID: 2


-------------------------

Atualizado - Pokemon | 10146 - Kommo-o-totem

Atualizado - Pokemon Ability | Pokemon ID: 10146 - Ability Id: 171 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10146 - Ability Id: 43 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10146 - Ability Id: 142 - Is True: 1

Atualizado - Pokemon Stat | Pokemon ID: 10146 - Stat ID: 1 - Base Stat: 75 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10146 - Stat ID: 2 - Base Stat: 110 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10146 - Stat ID: 3 - Base Stat: 125 - Effort: 3
Atualizado - Pokemon Stat | Pokemon ID: 10146 - Stat ID: 4 - Base Stat: 100 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10146 - Stat ID: 5 - Base Stat: 105 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10146 - Stat ID: 6 - Base Stat: 85 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10146 - Color ID: 4

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10146 - Egg Group ID: 14

Já cadastrado  - Pokemon Generation | Pokemon ID: 10146 - Generation ID: 7

Já cadastrado  - Pokemon Shape | Pokemon ID: 10146 - Shape ID: 6

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 782 - Pokemon Id To: 783 - Pokemon Evolution: 1
Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 783 - Pokemon Id To: 784 - Pokemon Evolution: 2

-------------------------

Atualizado - Pokemon | 10147 - Magearna-original

Atualizado - Pokemon Ability | Pokemon ID: 10147 - Ability Id: 220 - Is True: 0

Atualizado - Pokemon Stat | Pokemon ID: 10147 - Stat ID: 1 - Base Stat: 80 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10147 - Stat ID: 2 - Base Stat: 95 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10147 - Stat ID: 3 - Base Stat: 115 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10147 - Stat ID: 4 - Base Stat: 130 - Effort: 3
Atualizado - Pokemon Stat | Pokemon ID: 10147 - Stat ID: 5 - Base Stat: 115 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10147 - Stat ID: 6 - Base Stat: 65 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10147 - Color ID: 4

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10147 - Egg Group ID: 15

Já cadastrado  - Pokemon Generation | Pokemon ID: 10147 - Generation ID: 7

Já cadastrado  - Pokemon Shape | Pokemon ID: 10147 - Shape ID: 12


-------------------------

Atualizado - Pokemon | 10148 - Pikachu-partner-cap

Atualizado - Pokemon Ability | Pokemon ID: 10148 - Ability Id: 9 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10148 - Ability Id: 31 - Is True: 1

Atualizado - Pokemon Stat | Pokemon ID: 10148 - Stat ID: 1 - Base Stat: 35 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10148 - Stat ID: 2 - Base Stat: 55 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10148 - Stat ID: 3 - Base Stat: 40 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10148 - Stat ID: 4 - Base Stat: 50 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10148 - Stat ID: 5 - Base Stat: 50 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10148 - Stat ID: 6 - Base Stat: 90 - Effort: 2

Já cadastrado  - Pokemon Color | Pokemon ID: 10148 - Color ID: 10

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10148 - Egg Group ID: 5
Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10148 - Egg Group ID: 6

Já cadastrado  - Pokemon Generation | Pokemon ID: 10148 - Generation ID: 1

Já cadastrado  - Pokemon Habitat | Pokemon ID: 10148 - Habitat ID: 2

Já cadastrado  - Pokemon Shape | Pokemon ID: 10148 - Shape ID: 8

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 172 - Pokemon Id To: 25 - Pokemon Evolution: 1
Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 25 - Pokemon Id To: 26 - Pokemon Evolution: 2

-------------------------

Atualizado - Pokemon | 10149 - Marowak-totem

Atualizado - Pokemon Ability | Pokemon ID: 10149 - Ability Id: 130 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10149 - Ability Id: 31 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10149 - Ability Id: 69 - Is True: 1

Atualizado - Pokemon Stat | Pokemon ID: 10149 - Stat ID: 1 - Base Stat: 60 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10149 - Stat ID: 2 - Base Stat: 80 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10149 - Stat ID: 3 - Base Stat: 110 - Effort: 2
Atualizado - Pokemon Stat | Pokemon ID: 10149 - Stat ID: 4 - Base Stat: 50 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10149 - Stat ID: 5 - Base Stat: 80 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10149 - Stat ID: 6 - Base Stat: 45 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10149 - Color ID: 3

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10149 - Egg Group ID: 1

Já cadastrado  - Pokemon Generation | Pokemon ID: 10149 - Generation ID: 1

Já cadastrado  - Pokemon Habitat | Pokemon ID: 10149 - Habitat ID: 4

Já cadastrado  - Pokemon Shape | Pokemon ID: 10149 - Shape ID: 6

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 104 - Pokemon Id To: 105 - Pokemon Evolution: 1

-------------------------

Atualizado - Pokemon | 10150 - Ribombee-totem

Atualizado - Pokemon Ability | Pokemon ID: 10150 - Ability Id: 118 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10150 - Ability Id: 19 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10150 - Ability Id: 175 - Is True: 1

Atualizado - Pokemon Stat | Pokemon ID: 10150 - Stat ID: 1 - Base Stat: 60 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10150 - Stat ID: 2 - Base Stat: 55 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10150 - Stat ID: 3 - Base Stat: 60 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10150 - Stat ID: 4 - Base Stat: 95 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10150 - Stat ID: 5 - Base Stat: 70 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10150 - Stat ID: 6 - Base Stat: 124 - Effort: 2

Já cadastrado  - Pokemon Color | Pokemon ID: 10150 - Color ID: 10

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10150 - Egg Group ID: 3
Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10150 - Egg Group ID: 6

Já cadastrado  - Pokemon Generation | Pokemon ID: 10150 - Generation ID: 7

Já cadastrado  - Pokemon Shape | Pokemon ID: 10150 - Shape ID: 13

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 742 - Pokemon Id To: 743 - Pokemon Evolution: 1

-------------------------

Atualizado - Pokemon | 10151 - Rockruff-own-tempo

Atualizado - Pokemon Ability | Pokemon ID: 10151 - Ability Id: 20 - Is True: 0

Atualizado - Pokemon Stat | Pokemon ID: 10151 - Stat ID: 1 - Base Stat: 45 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10151 - Stat ID: 2 - Base Stat: 65 - Effort: 1
Atualizado - Pokemon Stat | Pokemon ID: 10151 - Stat ID: 3 - Base Stat: 40 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10151 - Stat ID: 4 - Base Stat: 30 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10151 - Stat ID: 5 - Base Stat: 40 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10151 - Stat ID: 6 - Base Stat: 60 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10151 - Color ID: 3

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10151 - Egg Group ID: 5

Já cadastrado  - Pokemon Generation | Pokemon ID: 10151 - Generation ID: 7

Já cadastrado  - Pokemon Shape | Pokemon ID: 10151 - Shape ID: 8

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 744 - Pokemon Id To: 745 - Pokemon Evolution: 1

-------------------------

Atualizado - Pokemon | 10152 - Lycanroc-dusk

Atualizado - Pokemon Ability | Pokemon ID: 10152 - Ability Id: 181 - Is True: 0

Atualizado - Pokemon Stat | Pokemon ID: 10152 - Stat ID: 1 - Base Stat: 75 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10152 - Stat ID: 2 - Base Stat: 117 - Effort: 2
Atualizado - Pokemon Stat | Pokemon ID: 10152 - Stat ID: 3 - Base Stat: 65 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10152 - Stat ID: 4 - Base Stat: 55 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10152 - Stat ID: 5 - Base Stat: 65 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10152 - Stat ID: 6 - Base Stat: 110 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10152 - Color ID: 3

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10152 - Egg Group ID: 5

Já cadastrado  - Pokemon Generation | Pokemon ID: 10152 - Generation ID: 7

Já cadastrado  - Pokemon Shape | Pokemon ID: 10152 - Shape ID: 8

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 744 - Pokemon Id To: 745 - Pokemon Evolution: 1

-------------------------

Atualizado - Pokemon | 10153 - Araquanid-totem

Atualizado - Pokemon Ability | Pokemon ID: 10153 - Ability Id: 199 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10153 - Ability Id: 11 - Is True: 1

Atualizado - Pokemon Stat | Pokemon ID: 10153 - Stat ID: 1 - Base Stat: 68 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10153 - Stat ID: 2 - Base Stat: 70 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10153 - Stat ID: 3 - Base Stat: 92 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10153 - Stat ID: 4 - Base Stat: 50 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10153 - Stat ID: 5 - Base Stat: 132 - Effort: 2
Atualizado - Pokemon Stat | Pokemon ID: 10153 - Stat ID: 6 - Base Stat: 42 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10153 - Color ID: 5

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10153 - Egg Group ID: 2
Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10153 - Egg Group ID: 3

Já cadastrado  - Pokemon Generation | Pokemon ID: 10153 - Generation ID: 7

Já cadastrado  - Pokemon Shape | Pokemon ID: 10153 - Shape ID: 14

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 751 - Pokemon Id To: 752 - Pokemon Evolution: 1

-------------------------

Atualizado - Pokemon | 10154 - Togedemaru-totem

Atualizado - Pokemon Ability | Pokemon ID: 10154 - Ability Id: 160 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10154 - Ability Id: 31 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10154 - Ability Id: 5 - Is True: 1

Atualizado - Pokemon Stat | Pokemon ID: 10154 - Stat ID: 1 - Base Stat: 65 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10154 - Stat ID: 2 - Base Stat: 98 - Effort: 2
Atualizado - Pokemon Stat | Pokemon ID: 10154 - Stat ID: 3 - Base Stat: 63 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10154 - Stat ID: 4 - Base Stat: 40 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10154 - Stat ID: 5 - Base Stat: 73 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10154 - Stat ID: 6 - Base Stat: 96 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10154 - Color ID: 4

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10154 - Egg Group ID: 5
Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10154 - Egg Group ID: 6

Já cadastrado  - Pokemon Generation | Pokemon ID: 10154 - Generation ID: 7

Já cadastrado  - Pokemon Shape | Pokemon ID: 10154 - Shape ID: 6


-------------------------

Atualizado - Pokemon | 10155 - Necrozma-dusk

Atualizado - Pokemon Ability | Pokemon ID: 10155 - Ability Id: 232 - Is True: 0

Atualizado - Pokemon Stat | Pokemon ID: 10155 - Stat ID: 1 - Base Stat: 97 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10155 - Stat ID: 2 - Base Stat: 157 - Effort: 3
Atualizado - Pokemon Stat | Pokemon ID: 10155 - Stat ID: 3 - Base Stat: 127 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10155 - Stat ID: 4 - Base Stat: 113 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10155 - Stat ID: 5 - Base Stat: 109 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10155 - Stat ID: 6 - Base Stat: 77 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10155 - Color ID: 1

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10155 - Egg Group ID: 15

Já cadastrado  - Pokemon Generation | Pokemon ID: 10155 - Generation ID: 7

Já cadastrado  - Pokemon Shape | Pokemon ID: 10155 - Shape ID: 4


-------------------------

Atualizado - Pokemon | 10156 - Necrozma-dawn

Atualizado - Pokemon Ability | Pokemon ID: 10156 - Ability Id: 232 - Is True: 0

Atualizado - Pokemon Stat | Pokemon ID: 10156 - Stat ID: 1 - Base Stat: 97 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10156 - Stat ID: 2 - Base Stat: 113 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10156 - Stat ID: 3 - Base Stat: 109 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10156 - Stat ID: 4 - Base Stat: 157 - Effort: 3
Atualizado - Pokemon Stat | Pokemon ID: 10156 - Stat ID: 5 - Base Stat: 127 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10156 - Stat ID: 6 - Base Stat: 77 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10156 - Color ID: 1

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10156 - Egg Group ID: 15

Já cadastrado  - Pokemon Generation | Pokemon ID: 10156 - Generation ID: 7

Já cadastrado  - Pokemon Shape | Pokemon ID: 10156 - Shape ID: 4


-------------------------

Atualizado - Pokemon | 10157 - Necrozma-ultra

Atualizado - Pokemon Ability | Pokemon ID: 10157 - Ability Id: 233 - Is True: 0

Atualizado - Pokemon Stat | Pokemon ID: 10157 - Stat ID: 1 - Base Stat: 97 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10157 - Stat ID: 2 - Base Stat: 167 - Effort: 1
Atualizado - Pokemon Stat | Pokemon ID: 10157 - Stat ID: 3 - Base Stat: 97 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10157 - Stat ID: 4 - Base Stat: 167 - Effort: 1
Atualizado - Pokemon Stat | Pokemon ID: 10157 - Stat ID: 5 - Base Stat: 97 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10157 - Stat ID: 6 - Base Stat: 129 - Effort: 1

Já cadastrado  - Pokemon Color | Pokemon ID: 10157 - Color ID: 1

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10157 - Egg Group ID: 15

Já cadastrado  - Pokemon Generation | Pokemon ID: 10157 - Generation ID: 7

Já cadastrado  - Pokemon Shape | Pokemon ID: 10157 - Shape ID: 4


-------------------------

Atualizado - Pokemon | 10158 - Pikachu-starter

Atualizado - Pokemon Ability | Pokemon ID: 10158 - Ability Id: 9 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10158 - Ability Id: 31 - Is True: 1

Atualizado - Pokemon Stat | Pokemon ID: 10158 - Stat ID: 1 - Base Stat: 45 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10158 - Stat ID: 2 - Base Stat: 80 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10158 - Stat ID: 3 - Base Stat: 50 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10158 - Stat ID: 4 - Base Stat: 75 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10158 - Stat ID: 5 - Base Stat: 60 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10158 - Stat ID: 6 - Base Stat: 120 - Effort: 2

Já cadastrado  - Pokemon Color | Pokemon ID: 10158 - Color ID: 10

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10158 - Egg Group ID: 5
Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10158 - Egg Group ID: 6

Já cadastrado  - Pokemon Generation | Pokemon ID: 10158 - Generation ID: 1

Já cadastrado  - Pokemon Habitat | Pokemon ID: 10158 - Habitat ID: 2

Já cadastrado  - Pokemon Shape | Pokemon ID: 10158 - Shape ID: 8

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 172 - Pokemon Id To: 25 - Pokemon Evolution: 1
Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 25 - Pokemon Id To: 26 - Pokemon Evolution: 2

-------------------------

Atualizado - Pokemon | 10159 - Eevee-starter

Atualizado - Pokemon Ability | Pokemon ID: 10159 - Ability Id: 50 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10159 - Ability Id: 91 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10159 - Ability Id: 107 - Is True: 1

Atualizado - Pokemon Stat | Pokemon ID: 10159 - Stat ID: 1 - Base Stat: 65 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10159 - Stat ID: 2 - Base Stat: 75 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10159 - Stat ID: 3 - Base Stat: 70 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10159 - Stat ID: 4 - Base Stat: 65 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10159 - Stat ID: 5 - Base Stat: 85 - Effort: 1
Atualizado - Pokemon Stat | Pokemon ID: 10159 - Stat ID: 6 - Base Stat: 75 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10159 - Color ID: 3

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10159 - Egg Group ID: 5

Já cadastrado  - Pokemon Generation | Pokemon ID: 10159 - Generation ID: 1

Já cadastrado  - Pokemon Habitat | Pokemon ID: 10159 - Habitat ID: 8

Já cadastrado  - Pokemon Shape | Pokemon ID: 10159 - Shape ID: 8


-------------------------

Atualizado - Pokemon | 10160 - Pikachu-world-cap

Atualizado - Pokemon Ability | Pokemon ID: 10160 - Ability Id: 9 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10160 - Ability Id: 31 - Is True: 1

Atualizado - Pokemon Stat | Pokemon ID: 10160 - Stat ID: 1 - Base Stat: 35 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10160 - Stat ID: 2 - Base Stat: 55 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10160 - Stat ID: 3 - Base Stat: 40 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10160 - Stat ID: 4 - Base Stat: 50 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10160 - Stat ID: 5 - Base Stat: 50 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10160 - Stat ID: 6 - Base Stat: 90 - Effort: 2

Já cadastrado  - Pokemon Color | Pokemon ID: 10160 - Color ID: 10

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10160 - Egg Group ID: 5
Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10160 - Egg Group ID: 6

Já cadastrado  - Pokemon Generation | Pokemon ID: 10160 - Generation ID: 1

Já cadastrado  - Pokemon Habitat | Pokemon ID: 10160 - Habitat ID: 2

Já cadastrado  - Pokemon Shape | Pokemon ID: 10160 - Shape ID: 8

Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 172 - Pokemon Id To: 25 - Pokemon Evolution: 1
Já cadastrado  - Pokemon Evolution Chain | Pokemon ID From: 25 - Pokemon Id To: 26 - Pokemon Evolution: 2

-------------------------

Atualizado - Pokemon | 10161 - Meowth-galar

Atualizado - Pokemon Ability | Pokemon ID: 10161 - Ability Id: 53 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10161 - Ability Id: 181 - Is True: 0
Atualizado - Pokemon Ability | Pokemon ID: 10161 - Ability Id: 127 - Is True: 1

Atualizado - Pokemon Stat | Pokemon ID: 10161 - Stat ID: 1 - Base Stat: 50 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10161 - Stat ID: 2 - Base Stat: 65 - Effort: 1
Atualizado - Pokemon Stat | Pokemon ID: 10161 - Stat ID: 3 - Base Stat: 55 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10161 - Stat ID: 4 - Base Stat: 40 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10161 - Stat ID: 5 - Base Stat: 40 - Effort: 0
Atualizado - Pokemon Stat | Pokemon ID: 10161 - Stat ID: 6 - Base Stat: 40 - Effort: 0

Já cadastrado  - Pokemon Color | Pokemon ID: 10161 - Color ID: 10

Já cadastrado  - Pokemon Egg Groups | Pokemon ID: 10161 - Egg Group ID: 5

Já cadastrado  - Pokemon Generation | Pokemon ID: 10161 - Generation ID: 1

Já cadastrado  - Pokemon Habitat | Pokemon ID: 10161 - Habitat ID: 8

Já cadastrado  - Pokemon Shape | Pokemon ID: 10161 - Shape ID: 8


-------------------------

Atualizado - Pokemon | 10162 - Ponyta-galar

Atualizado - Pokemon Ability | Pokemon ID: 10162 - Ability Id: 50 - Is True: 0
